number,opened_at,resolved_at,closed_at,category,subcategory,priority,assignment_group,incident_state,reassignment_count,reopen_count,final_end_time,Resolution_Time_Hours
INC0006650,2016-03-14 11:48:00,2016-03-16 14:31:00,2016-03-24 19:00:00,Category 46,Subcategory 223,3 - Moderate,Group 66,Closed,0,0,2016-03-16 14:31:00,50.71666666666667
INC0006651,2016-03-14 11:49:00,2016-03-14 11:52:00,2016-03-24 18:52:00,Category 51,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-03-14 11:52:00,0.05
INC0006652,2016-03-14 11:50:00,2016-09-13 12:31:00,2016-09-18 13:00:00,Category 53,Subcategory 114,3 - Moderate,Group 66,Closed,2,0,2016-09-13 12:31:00,4392.683333333333
INC0006654,2016-03-14 11:51:00,2016-03-14 12:38:00,2016-03-24 18:52:00,Category 42,Subcategory 223,2 - High,Group 70,Closed,0,0,2016-03-14 12:38:00,0.7833333333333333
INC0006655,2016-03-14 11:51:00,2016-03-16 16:48:00,2016-03-24 19:00:00,Category 23,Subcategory 3,3 - Moderate,Group 27,Closed,1,0,2016-03-16 16:48:00,52.95
INC0006656,2016-03-14 11:53:00,2016-04-25 15:03:00,2016-04-30 15:07:00,Category 53,Subcategory 114,3 - Moderate,Group 66,Closed,2,0,2016-04-25 15:03:00,1011.1666666666666
INC0006657,2016-03-14 11:53:00,2016-05-12 09:20:00,2016-05-17 10:07:00,Category 46,Subcategory 251,3 - Moderate,Group 22,Closed,0,0,2016-05-12 09:20:00,1413.45
INC0006658,2016-03-14 11:54:00,2016-03-15 12:00:00,2016-03-24 19:00:00,Category 34,Subcategory 134,3 - Moderate,Group 23,Closed,1,0,2016-03-15 12:00:00,24.1
INC0006660,2016-03-14 11:57:00,2016-03-16 10:30:00,2016-03-24 19:00:00,Category 34,Subcategory 134,3 - Moderate,Group 27,Closed,1,0,2016-03-16 10:30:00,46.55
INC0006661,2016-03-14 11:59:00,2016-04-06 16:34:00,2016-04-11 16:59:00,Category 46,Subcategory 259,3 - Moderate,Group 6,Closed,1,0,2016-04-06 16:34:00,556.5833333333334
INC0006663,2016-03-14 12:00:00,2016-03-22 15:48:00,2016-03-27 15:59:00,Category 26,Subcategory 175,3 - Moderate,Group 25,Closed,2,0,2016-03-22 15:48:00,195.8
INC0006665,2016-03-14 12:02:00,2016-03-23 16:16:00,2016-03-28 16:59:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,2,0,2016-03-23 16:16:00,220.23333333333332
INC0006668,2016-03-14 12:07:00,2016-03-17 09:06:00,2016-03-24 19:00:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-17 09:06:00,68.98333333333333
INC0006669,2016-03-14 12:08:00,2016-03-23 15:33:00,2016-03-28 15:59:00,Category 37,Subcategory 135,3 - Moderate,Group 48,Closed,1,0,2016-03-23 15:33:00,219.41666666666666
INC0006670,2016-03-14 12:08:00,2016-03-29 15:56:00,2016-04-03 15:59:00,Category 23,Subcategory 3,3 - Moderate,Group 70,Closed,7,0,2016-03-29 15:56:00,363.8
INC0006671,2016-03-14 12:09:00,2016-03-21 11:25:00,2016-03-26 11:59:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,1,0,2016-03-21 11:25:00,167.26666666666668
INC0006672,2016-03-14 12:12:00,2016-03-31 18:47:00,2016-04-05 18:59:00,Category 42,Subcategory 174,3 - Moderate,Group 33,Closed,0,0,2016-03-31 18:47:00,414.5833333333333
INC0006673,2016-03-14 12:13:00,2016-03-17 15:52:00,2016-03-24 19:00:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,2,0,2016-03-17 15:52:00,75.65
INC0006674,2016-03-14 12:15:00,2016-03-17 15:53:00,2016-03-24 19:00:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,2,0,2016-03-17 15:53:00,75.63333333333334
INC0006675,2016-03-14 12:16:00,2016-03-16 10:05:00,2016-03-24 19:00:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-03-16 10:05:00,45.81666666666667
INC0006676,2016-03-14 12:16:00,2016-03-23 10:11:00,2016-03-28 10:59:00,Category 37,Subcategory 135,3 - Moderate,Group 26,Closed,1,0,2016-03-23 10:11:00,213.91666666666666
INC0006677,2016-03-14 12:19:00,2016-03-14 14:43:00,2016-03-24 18:52:00,Category 53,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-03-14 14:43:00,2.4
INC0006678,2016-03-14 12:19:00,2016-03-24 09:36:00,2016-03-29 09:59:00,Category 46,Subcategory 223,3 - Moderate,Group 64,Closed,0,0,2016-03-24 09:36:00,237.28333333333333
INC0006679,2016-03-14 12:21:00,2016-03-15 11:33:00,2016-03-24 19:00:00,Category 20,Subcategory 89,3 - Moderate,Group 27,Closed,2,0,2016-03-15 11:33:00,23.2
INC0006680,2016-03-14 12:22:00,2016-03-24 09:44:00,2016-03-29 09:59:00,Category 46,Subcategory 223,3 - Moderate,Group 64,Closed,0,0,2016-03-24 09:44:00,237.36666666666667
INC0006682,2016-03-14 12:26:00,,2016-03-24 18:52:00,Category 46,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-03-24 18:52:00,246.43333333333334
INC0006683,2016-03-14 12:28:00,2016-03-17 10:31:00,2016-03-24 19:00:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-03-17 10:31:00,70.05
INC0006684,2016-03-14 12:31:00,2016-03-18 16:26:00,2016-03-24 19:00:00,Category 53,Subcategory 114,3 - Moderate,Group 66,Closed,3,0,2016-03-18 16:26:00,99.91666666666667
INC0006685,2016-03-14 12:32:00,2016-03-22 09:14:00,2016-03-27 09:59:00,Category 37,Subcategory 135,3 - Moderate,Group 46,Closed,2,0,2016-03-22 09:14:00,188.7
INC0006686,2016-03-14 12:37:00,2016-03-14 15:11:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 20,Closed,3,0,2016-03-14 15:11:00,2.566666666666667
INC0006687,2016-03-14 12:38:00,2016-03-14 12:46:00,2016-03-24 18:52:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 12:46:00,0.13333333333333333
INC0006689,2016-03-14 12:43:00,2016-03-21 10:32:00,2016-03-26 10:59:00,Category 53,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-03-21 10:32:00,165.81666666666666
INC0006690,2016-03-14 12:44:00,2016-03-14 20:10:00,2016-03-24 19:00:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,1,0,2016-03-14 20:10:00,7.433333333333334
INC0006691,2016-03-14 12:44:00,2016-03-17 09:43:00,2016-03-24 19:00:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-03-17 09:43:00,68.98333333333333
INC0006692,2016-03-14 12:51:00,2016-03-14 14:29:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-14 14:29:00,1.6333333333333333
INC0006693,2016-03-14 12:53:00,2016-03-14 15:12:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-14 15:12:00,2.316666666666667
INC0006695,2016-03-14 12:56:00,2016-03-14 15:12:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-14 15:12:00,2.2666666666666666
INC0006697,2016-03-14 12:57:00,2016-03-15 11:02:00,2016-03-24 19:00:00,Category 20,Subcategory 89,3 - Moderate,Group 27,Closed,3,0,2016-03-15 11:02:00,22.083333333333332
INC0006699,2016-03-14 12:57:00,2016-03-14 14:41:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-14 14:41:00,1.7333333333333334
INC0006700,2016-03-14 12:58:00,2016-03-31 09:41:00,2016-04-05 09:59:00,Category 34,Subcategory 134,3 - Moderate,Group 25,Closed,0,0,2016-03-31 09:41:00,404.71666666666664
INC0006701,2016-03-14 12:59:00,2016-03-14 14:42:00,2016-03-24 18:52:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-14 14:42:00,1.7166666666666666
INC0006702,2016-03-14 13:01:00,2016-03-26 11:36:00,2016-03-31 11:59:00,Category 23,Subcategory 75,3 - Moderate,Group 20,Closed,2,0,2016-03-26 11:36:00,286.5833333333333
INC0006703,2016-03-14 13:01:00,2016-03-21 11:33:00,2016-03-26 11:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,1,0,2016-03-21 11:33:00,166.53333333333333
INC0006704,2016-03-14 13:03:00,2016-08-18 14:22:00,2016-08-23 15:00:00,Category 34,Subcategory 134,3 - Moderate,Group 9,Closed,2,0,2016-08-18 14:22:00,3769.3166666666666
INC0006706,2016-03-14 13:05:00,2016-03-29 16:37:00,2016-04-03 16:59:00,Category 61,Subcategory 36,3 - Moderate,Group 73,Closed,1,0,2016-03-29 16:37:00,363.53333333333336
INC0006707,2016-03-14 13:07:00,,2016-03-24 18:52:00,Category 37,Subcategory 135,4 - Low,Group 70,Closed,0,0,2016-03-24 18:52:00,245.75
INC0006708,2016-03-14 13:10:00,2016-03-14 13:13:00,2016-03-24 18:52:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-03-14 13:13:00,0.05
INC0006709,2016-03-14 13:11:00,2016-03-22 11:13:00,2016-03-27 11:59:00,Category 53,Subcategory 174,3 - Moderate,,Closed,1,0,2016-03-22 11:13:00,190.03333333333333
INC0006711,2016-03-14 13:12:00,2016-03-14 13:22:00,2016-03-24 18:52:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 13:22:00,0.16666666666666666
INC0006716,2016-03-14 13:19:00,2016-03-14 15:32:00,2016-03-24 18:52:00,Category 37,Subcategory 135,3 - Moderate,Group 46,Closed,1,0,2016-03-14 15:32:00,2.216666666666667
INC0006717,2016-03-14 13:21:00,2016-03-14 15:33:00,2016-03-24 18:52:00,Category 51,Subcategory 25,3 - Moderate,Group 28,Closed,2,0,2016-03-14 15:33:00,2.2
INC0006718,2016-03-14 13:21:00,2016-03-23 09:05:00,2016-03-28 09:59:00,Category 61,Subcategory 164,3 - Moderate,Group 73,Closed,1,0,2016-03-23 09:05:00,211.73333333333332
INC0006719,2016-03-14 13:22:00,2016-06-27 11:13:00,2016-07-02 12:00:00,Category 34,Subcategory 154,3 - Moderate,Group 24,Closed,3,0,2016-06-27 11:13:00,2517.85
INC0006720,2016-03-14 13:22:00,2016-03-15 15:44:00,2016-03-24 19:00:00,Category 37,Subcategory 123,3 - Moderate,Group 46,Closed,1,0,2016-03-15 15:44:00,26.366666666666667
INC0006722,2016-03-14 13:22:00,2016-03-14 13:29:00,2016-03-24 18:52:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 13:29:00,0.11666666666666667
INC0006724,2016-03-14 13:24:00,2016-03-14 17:08:00,2016-03-24 18:52:00,Category 46,Subcategory 243,3 - Moderate,Group 57,Closed,0,0,2016-03-14 17:08:00,3.7333333333333334
INC0006725,2016-03-14 13:24:00,2016-03-14 16:36:00,2016-03-24 18:52:00,Category 46,Subcategory 223,3 - Moderate,Group 57,Closed,2,0,2016-03-14 16:36:00,3.2
INC0006730,2016-03-14 13:29:00,2016-03-22 10:59:00,2016-03-27 11:59:00,Category 53,Subcategory 80,2 - High,Group 70,Closed,9,0,2016-03-22 10:59:00,189.5
INC0006731,2016-03-14 13:30:00,2016-03-24 14:17:00,2016-03-29 14:59:00,Category 9,Subcategory 164,3 - Moderate,Group 24,Closed,1,0,2016-03-24 14:17:00,240.78333333333333
INC0006732,2016-03-14 13:30:00,2016-03-15 16:51:00,2016-03-24 19:00:00,Category 53,Subcategory 174,3 - Moderate,Group 29,Closed,1,0,2016-03-15 16:51:00,27.35
INC0006734,2016-03-14 13:32:00,2016-03-15 10:00:00,2016-03-24 19:00:00,Category 53,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-03-15 10:00:00,20.466666666666665
INC0006735,2016-03-14 13:33:00,2016-03-15 09:40:00,2016-03-24 19:00:00,Category 46,Subcategory 208,3 - Moderate,Group 39,Closed,3,0,2016-03-15 09:40:00,20.116666666666667
INC0006736,2016-03-14 13:37:00,2016-03-22 10:58:00,2016-03-27 10:59:00,Category 53,Subcategory 82,3 - Moderate,Group 66,Closed,2,0,2016-03-22 10:58:00,189.35
INC0006739,2016-03-14 13:38:00,2016-03-14 15:31:00,2016-03-24 18:52:00,Category 9,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-03-14 15:31:00,1.8833333333333333
INC0006742,2016-03-14 13:44:00,2016-03-14 13:55:00,2016-03-24 18:52:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 13:55:00,0.18333333333333332
INC0006743,2016-03-14 13:44:00,2016-03-16 02:12:00,2016-03-24 19:00:00,Category 32,Subcategory 300,3 - Moderate,Group 70,Closed,2,0,2016-03-16 02:12:00,36.46666666666667
INC0006744,2016-03-14 13:44:00,2016-03-16 02:06:00,2016-03-24 19:00:00,Category 32,Subcategory 9,3 - Moderate,,Closed,1,0,2016-03-16 02:06:00,36.36666666666667
INC0006745,2016-03-14 13:45:00,2016-03-17 19:45:00,2016-03-24 19:00:00,Category 53,Subcategory 303,3 - Moderate,Group 70,Closed,1,0,2016-03-17 19:45:00,78.0
INC0006747,2016-03-14 13:45:00,,2016-03-24 18:52:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,0,0,2016-03-24 18:52:00,245.11666666666667
INC0006749,2016-03-14 13:46:00,2016-03-16 10:17:00,2016-03-24 19:00:00,Category 32,Subcategory 174,3 - Moderate,,Closed,1,0,2016-03-16 10:17:00,44.516666666666666
INC0006751,2016-03-14 13:49:00,2016-03-18 11:08:00,2016-03-24 19:00:00,Category 53,Subcategory 130,3 - Moderate,Group 70,Closed,2,0,2016-03-18 11:08:00,93.31666666666666
INC0006753,2016-03-14 13:50:00,2016-03-23 10:12:00,2016-03-28 10:59:00,Category 26,Subcategory 175,3 - Moderate,Group 26,Closed,2,0,2016-03-23 10:12:00,212.36666666666667
INC0006756,2016-03-14 13:53:00,2016-03-14 15:25:00,2016-03-24 18:52:00,Category 46,Subcategory 223,3 - Moderate,Group 55,Closed,0,0,2016-03-14 15:25:00,1.5333333333333334
INC0006757,2016-03-14 13:53:00,2016-03-14 14:08:00,2016-03-24 18:52:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-03-14 14:08:00,0.25
INC0006758,2016-03-14 13:56:00,2016-03-22 12:43:00,2016-03-27 12:59:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-22 12:43:00,190.78333333333333
INC0006759,2016-03-14 13:57:00,2016-03-15 09:09:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 54,Closed,2,0,2016-03-15 09:09:00,19.2
INC0006760,2016-03-14 13:57:00,2016-03-22 11:08:00,2016-03-27 11:59:00,Category 53,Subcategory 178,3 - Moderate,Group 70,Closed,1,0,2016-03-22 11:08:00,189.18333333333334
INC0006761,2016-03-14 13:58:00,2016-03-16 10:25:00,2016-03-16 10:25:00,Category 42,Subcategory 174,3 - Moderate,Group 20,Closed,2,0,2016-03-16 10:25:00,44.45
INC0006762,2016-03-14 14:02:00,2016-03-21 12:08:00,2016-03-26 12:59:00,Category 35,Subcategory 28,3 - Moderate,Group 70,Closed,1,0,2016-03-21 12:08:00,166.1
INC0006763,2016-03-14 14:03:00,2016-03-14 14:13:00,2016-03-24 18:52:00,Category 44,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-14 14:13:00,0.16666666666666666
INC0006764,2016-03-14 14:03:00,2016-03-16 10:28:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-16 10:28:00,44.416666666666664
INC0006765,2016-03-14 14:04:00,2016-03-28 08:24:00,2016-04-02 08:59:00,Category 46,Subcategory 250,3 - Moderate,Group 57,Closed,0,0,2016-03-28 08:24:00,330.3333333333333
INC0006767,2016-03-14 14:08:00,2016-03-16 11:06:00,2016-03-24 19:00:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-03-16 11:06:00,44.96666666666667
INC0006768,2016-03-14 14:09:00,2016-03-16 17:34:00,2016-03-24 19:00:00,Category 32,Subcategory 300,3 - Moderate,Group 39,Closed,4,0,2016-03-16 17:34:00,51.416666666666664
INC0006769,2016-03-14 14:12:00,2016-03-15 14:10:00,2016-03-24 19:00:00,Category 9,Subcategory 164,3 - Moderate,Group 24,Closed,0,0,2016-03-15 14:10:00,23.966666666666665
INC0006770,2016-03-14 14:12:00,2016-04-19 16:21:00,2016-04-24 17:07:00,Category 46,Subcategory 231,3 - Moderate,Group 37,Closed,0,0,2016-04-19 16:21:00,866.15
INC0006771,2016-03-14 14:14:00,2016-03-14 14:26:00,2016-03-24 18:52:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 14:26:00,0.2
INC0006772,2016-03-14 14:14:00,2016-03-14 14:26:00,2016-03-24 18:52:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 14:26:00,0.2
INC0006773,2016-03-14 14:16:00,2016-03-22 11:01:00,2016-03-27 11:59:00,Category 28,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-22 11:01:00,188.75
INC0006774,2016-03-14 14:19:00,2016-03-18 14:50:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 29,Closed,2,0,2016-03-18 14:50:00,96.51666666666667
INC0006775,2016-03-14 14:21:00,2016-03-14 15:52:00,2016-03-24 18:52:00,Category 46,Subcategory 174,3 - Moderate,Group 55,Closed,0,0,2016-03-14 15:52:00,1.5166666666666666
INC0006776,2016-03-14 14:22:00,2016-03-15 13:44:00,2016-03-24 19:00:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-15 13:44:00,23.366666666666667
INC0006777,2016-03-14 14:22:00,2016-03-27 22:12:00,2016-04-01 22:59:00,Category 23,Subcategory 3,3 - Moderate,Group 70,Closed,4,0,2016-03-27 22:12:00,319.8333333333333
INC0006778,2016-03-14 14:22:00,2016-03-16 12:43:00,2016-03-24 19:00:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-03-16 12:43:00,46.35
INC0006779,2016-03-14 14:23:00,2016-03-14 14:43:00,2016-03-24 18:52:00,Category 24,Subcategory 174,3 - Moderate,Group 23,Closed,0,0,2016-03-14 14:43:00,0.3333333333333333
INC0006780,2016-03-14 14:23:00,2016-04-25 11:08:00,2016-04-30 11:10:00,Category 43,Subcategory 107,3 - Moderate,Group 22,Closed,0,0,2016-04-25 11:08:00,1004.75
INC0006781,2016-03-14 14:24:00,2016-04-08 15:42:00,2016-04-13 15:59:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,4,0,2016-04-08 15:42:00,601.3
INC0006782,2016-03-14 14:25:00,2016-03-15 09:23:00,2016-03-24 19:00:00,Category 28,Subcategory 174,3 - Moderate,Group 66,Closed,1,0,2016-03-15 09:23:00,18.966666666666665
INC0006783,2016-03-14 14:25:00,2016-03-14 23:40:00,2016-03-24 19:00:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-03-14 23:40:00,9.25
INC0006785,2016-03-14 14:26:00,2016-03-16 14:56:00,2016-03-24 19:00:00,Category 32,Subcategory 9,3 - Moderate,Group 54,Closed,5,0,2016-03-16 14:56:00,48.5
INC0006787,2016-03-14 14:28:00,2016-03-21 16:24:00,2016-03-26 16:59:00,Category 51,Subcategory 6,3 - Moderate,Group 20,Closed,0,0,2016-03-21 16:24:00,169.93333333333334
INC0006788,2016-03-14 14:30:00,2016-03-16 11:41:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-16 11:41:00,45.18333333333333
INC0006789,2016-03-14 14:33:00,2016-03-23 10:55:00,2016-03-28 10:59:00,Category 61,Subcategory 36,3 - Moderate,Group 73,Closed,1,0,2016-03-23 10:55:00,212.36666666666667
INC0006790,2016-03-14 14:33:00,2016-05-13 11:39:00,2016-05-18 12:07:00,Category 46,Subcategory 251,3 - Moderate,Group 22,Closed,0,0,2016-05-13 11:39:00,1437.1
INC0006791,2016-03-14 14:33:00,,2016-03-24 18:52:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-24 18:52:00,244.31666666666666
INC0006794,2016-03-14 14:34:00,2016-03-21 12:11:00,2016-03-26 12:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-21 12:11:00,165.61666666666667
INC0006796,2016-03-14 14:36:00,2016-03-14 16:09:00,2016-03-24 18:52:00,Category 37,Subcategory 135,3 - Moderate,Group 49,Closed,1,0,2016-03-14 16:09:00,1.55
INC0006797,2016-03-14 14:37:00,2016-03-17 17:38:00,2016-03-24 19:00:00,Category 23,Subcategory 3,3 - Moderate,Group 20,Closed,0,0,2016-03-17 17:38:00,75.01666666666667
INC0006798,2016-03-14 14:38:00,2016-03-15 09:55:00,2016-03-24 19:00:00,Category 42,Subcategory 174,3 - Moderate,Group 39,Closed,1,0,2016-03-15 09:55:00,19.283333333333335
INC0006799,2016-03-14 14:39:00,2016-03-16 01:42:00,2016-03-24 19:00:00,Category 46,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-16 01:42:00,35.05
INC0006801,2016-03-14 14:41:00,2016-04-06 16:25:00,2016-04-11 16:59:00,Category 46,Subcategory 258,3 - Moderate,Group 6,Closed,1,0,2016-04-06 16:25:00,553.7333333333333
INC0006802,2016-03-14 14:41:00,2016-03-16 11:33:00,2016-03-24 19:00:00,Category 20,Subcategory 103,3 - Moderate,Group 70,Closed,1,0,2016-03-16 11:33:00,44.86666666666667
INC0006804,2016-03-14 14:43:00,2016-03-16 16:18:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-16 16:18:00,49.583333333333336
INC0006805,2016-03-14 14:44:00,2016-03-16 12:05:00,2016-03-24 19:00:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-16 12:05:00,45.35
INC0006806,2016-03-14 14:44:00,2016-03-14 14:54:00,2016-03-24 18:52:00,Category 46,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-03-14 14:54:00,0.16666666666666666
INC0006807,2016-03-14 14:45:00,2016-03-15 12:02:00,2016-03-24 19:00:00,Category 9,Subcategory 174,3 - Moderate,Group 23,Closed,1,0,2016-03-15 12:02:00,21.283333333333335
INC0006809,2016-03-14 14:48:00,2016-03-22 10:48:00,2016-03-27 10:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-03-22 10:48:00,188.0
INC0006810,2016-03-14 14:49:00,2016-04-26 12:30:00,2016-05-01 13:07:00,Category 46,Subcategory 150,3 - Moderate,Group 10,Closed,3,0,2016-04-26 12:30:00,1029.6833333333334
INC0006811,2016-03-14 14:50:00,2016-03-14 15:42:00,2016-03-24 18:52:00,Category 20,Subcategory 125,3 - Moderate,Group 24,Closed,1,0,2016-03-14 15:42:00,0.8666666666666667
INC0006812,2016-03-14 14:51:00,2016-04-19 16:32:00,2016-04-24 17:07:00,Category 46,Subcategory 231,3 - Moderate,Group 37,Closed,2,0,2016-04-19 16:32:00,865.6833333333333
INC0006815,2016-03-14 14:54:00,2016-03-14 17:21:00,2016-03-24 18:52:00,Category 53,Subcategory 174,3 - Moderate,Group 23,Closed,0,0,2016-03-14 17:21:00,2.45
INC0006816,2016-03-14 14:55:00,2016-03-14 15:11:00,2016-03-24 18:52:00,Category 9,Subcategory 174,3 - Moderate,Group 27,Closed,0,0,2016-03-14 15:11:00,0.26666666666666666
INC0006817,2016-03-14 14:58:00,2016-03-14 16:58:00,2016-03-24 18:52:00,Category 53,Subcategory 174,3 - Moderate,Group 23,Closed,0,0,2016-03-14 16:58:00,2.0
INC0006818,2016-03-14 14:58:00,2016-03-15 18:34:00,2016-03-24 19:00:00,Category 32,Subcategory 300,3 - Moderate,Group 70,Closed,1,0,2016-03-15 18:34:00,27.6
INC0006819,2016-03-14 14:59:00,2016-03-23 08:45:00,2016-03-28 08:59:00,Category 23,Subcategory 174,3 - Moderate,Group 24,Closed,3,0,2016-03-23 08:45:00,209.76666666666668
INC0006820,2016-03-14 15:00:00,2016-04-18 07:58:00,2016-04-23 08:07:00,Category 46,Subcategory 191,4 - Low,Group 58,Closed,0,0,2016-04-18 07:58:00,832.9666666666667
INC0006821,2016-03-14 15:01:00,2016-03-17 09:42:00,2016-03-24 19:00:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-03-17 09:42:00,66.68333333333334
INC0006822,2016-03-14 15:01:00,2016-03-23 14:23:00,2016-03-28 14:59:00,Category 46,Subcategory 223,3 - Moderate,,Closed,0,0,2016-03-23 14:23:00,215.36666666666667
INC0006823,2016-03-14 15:02:00,2016-04-29 08:59:00,2016-05-04 09:07:00,Category 46,Subcategory 261,3 - Moderate,Group 6,Closed,1,0,2016-04-29 08:59:00,1097.95
INC0006825,2016-03-14 15:04:00,2016-04-04 11:05:00,2016-04-09 11:59:00,Category 51,Subcategory 6,3 - Moderate,Group 70,Closed,7,0,2016-04-04 11:05:00,500.01666666666665
INC0006826,2016-03-14 15:05:00,2016-03-22 11:59:00,2016-03-27 12:59:00,Category 51,Subcategory 174,3 - Moderate,Group 53,Closed,3,0,2016-03-22 11:59:00,188.9
INC0006827,2016-03-14 15:10:00,2016-03-16 17:00:00,2016-03-24 19:00:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,1,0,2016-03-16 17:00:00,49.833333333333336
